VENERA-16 KS-18-6V Ep1-5-10-65>30,a ID=VG D=UT S=14400
UT            p>30+      p>60+     p1-65+     p1-11+      p5-8+     a7-24+     p1-70-      p1-9-     p5-10-     a7-22-    xHGI,km    yHGI,km    zHGI,km
84030719  7.834E+01  2.158E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.909E+03  4.864E+03  5.834E+02  4.909E+01  8.531E+07  6.601E+07 -4.377E+06
84030723  6.095E+01  2.051E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.246E+03  4.236E+03  5.164E+02  5.058E+01  8.500E+07  6.641E+07 -4.400E+06
84030803  4.355E+01  1.950E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.837E+03  3.837E+03  4.207E+02  5.070E+01  8.469E+07  6.681E+07 -4.423E+06
84030807  3.112E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.350E+03  3.350E+03  3.062E+02  3.936E+01  8.438E+07  6.721E+07 -4.446E+06
84030811  2.529E+01  1.750E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.582E+03  2.588E+03  2.529E+02  3.573E+01  8.407E+07  6.761E+07 -4.469E+06
84030819  1.991E+01  1.710E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.397E+02  9.354E+02  8.091E+01  1.050E+01  8.343E+07  6.839E+07 -4.514E+06
84030823  2.061E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.356E+02  8.279E+02  6.792E+01  9.120E+00  8.311E+07  6.878E+07 -4.536E+06
84030903  2.178E+01  1.589E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.443E+02  3.373E+02  3.467E+01  4.797E+00  8.279E+07  6.917E+07 -4.559E+06
84030911  1.762E+01  1.449E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.707E+02  3.681E+02  2.291E+01  3.963E+00  8.214E+07  6.994E+07 -4.602E+06
84030919  2.449E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.560E+03  9.311E+02  1.119E+02  7.834E+00  8.149E+07  7.071E+07 -4.646E+06
84030923  8.570E+02  1.413E+02 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.649E+03  1.489E+03  7.328E+02  4.487E+01  8.116E+07  7.109E+07 -4.667E+06
84031003  1.161E+03 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.211E+04  1.069E+04  4.529E+03  5.200E+02  8.083E+07  7.147E+07 -4.689E+06
84031007  3.589E+02  3.926E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.546E+03  5.236E+03  1.059E+03  1.059E+02  8.050E+07  7.184E+07 -4.710E+06
84031011  1.820E+02  2.812E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.648E+03  3.451E+03  4.130E+02  4.315E+01  8.016E+07  7.222E+07 -4.732E+06
84031015  1.489E+02  2.512E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.622E+03  1.439E+03  2.553E+02  2.188E+01  7.983E+07  7.259E+07 -4.753E+06
84031019  1.294E+02  2.270E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.021E+03  8.710E+02  2.541E+02  2.042E+01  7.949E+07  7.296E+07 -4.774E+06
84031023  7.691E+01  1.910E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.622E+02  2.661E+02  9.931E+01  5.662E+00  7.916E+07  7.333E+07 -4.795E+06
84031103  6.792E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.357E+02  2.512E+02  9.550E+01  5.623E+00  7.882E+07  7.370E+07 -4.815E+06
84031107  5.768E+01  1.730E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.812E+02  2.080E+02  8.147E+01  4.571E+00  7.848E+07  7.406E+07 -4.836E+06
84031111  4.710E+01  1.710E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.799E+02  1.230E+02  5.675E+01  2.679E+00  7.814E+07  7.443E+07 -4.856E+06
84031119 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.879E+02  1.211E+02  5.957E+01  2.541E+00  7.746E+07  7.515E+07 -4.897E+06
84031123  2.518E+01  1.690E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.675E+01  3.540E+01  1.730E+01  7.079E-01  7.712E+07  7.551E+07 -4.917E+06
84031203  2.291E+01  1.698E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.295E+01  2.649E+01  1.250E+01  5.675E-01  7.677E+07  7.586E+07 -4.937E+06
84031207  2.128E+01  1.710E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.350E+01  2.009E+01  9.419E+00  4.046E-01  7.643E+07  7.621E+07 -4.957E+06
84031211  2.042E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.304E+01  2.089E+01  9.661E+00  4.345E-01  7.608E+07  7.657E+07 -4.976E+06
84031215  1.982E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.080E+01  1.151E+01  5.623E+00  2.223E-01  7.573E+07  7.692E+07 -4.996E+06
84031219  1.941E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.849E+01  9.863E+00  4.943E+00  1.923E-01  7.538E+07  7.726E+07 -5.015E+06
84031223  1.901E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.722E+01  9.333E+00  4.571E+00  1.726E-01  7.503E+07  7.761E+07 -5.034E+06
84031303  1.879E+01  1.750E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.500E+01  7.762E+00  3.936E+00  1.413E-01  7.468E+07  7.795E+07 -5.053E+06
84031307  1.849E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.219E+01  5.861E+00  2.911E+00  1.012E-01  7.433E+07  7.829E+07 -5.072E+06
84031311  1.841E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.000E+01  4.375E+00  2.178E+00  8.110E-02  7.398E+07  7.863E+07 -5.091E+06
84031315  1.849E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.279E+00  3.342E+00  1.671E+00  7.112E-02  7.363E+07  7.896E+07 -5.110E+06
84031319  1.820E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.674E+00  2.761E+00  1.449E+00  6.109E-02  7.327E+07  7.930E+07 -5.128E+06
84031323  1.811E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.311E+00  2.679E+00  1.309E+00  5.117E-02  7.292E+07  7.963E+07 -5.147E+06
84031403  1.799E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.982E+00  2.477E+00  1.259E+00  5.117E-02  7.256E+07  7.996E+07 -5.165E+06
84031407  1.811E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.668E+00  2.249E+00  1.119E+00  5.012E-02  7.221E+07  8.028E+07 -5.183E+06
84031411  1.811E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.516E+00  2.061E+00  1.069E+00  5.117E-02  7.185E+07  8.061E+07 -5.201E+06
84031415  1.811E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.053E+00  1.950E+00  9.506E-01  5.117E-02  7.149E+07  8.093E+07 -5.218E+06
84031419  1.811E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.095E+00  1.841E+00  9.204E-01  4.009E-02  7.113E+07  8.125E+07 -5.236E+06
84031423  1.820E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.943E+00  1.648E+00  8.710E-01  4.009E-02  7.078E+07  8.157E+07 -5.253E+06
84031503  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.585E+00  1.130E+00  7.079E-01  4.009E-02  7.041E+07  8.188E+07 -5.271E+06
84031507  1.871E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.445E+00  1.159E+00  6.281E-01  5.012E-02  7.005E+07  8.219E+07 -5.288E+06
84031511  1.888E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.333E+00  1.079E+00  6.368E-01  3.006E-02  6.969E+07  8.251E+07 -5.305E+06
84031519 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.200E+00  1.009E+00  6.067E-01  2.506E-02  6.895E+07  8.312E+07 -5.339E+06
84031523  1.879E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.117E+00  1.021E+00  5.572E-01  3.006E-02  6.858E+07  8.343E+07 -5.356E+06
84031603  1.879E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.333E+00  1.169E+00  5.875E-01  3.006E-02  6.821E+07  8.374E+07 -5.372E+06
84031607  1.871E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.152E+00  1.130E+00  5.358E-01  3.006E-02  6.784E+07  8.404E+07 -5.389E+06
84031611  1.871E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.164E+00  1.089E+00  5.058E-01  2.004E-02  6.746E+07  8.435E+07 -5.405E+06
84031619  1.879E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.853E+00  9.931E-01  4.753E-01  2.506E-02  6.671E+07  8.495E+07 -5.437E+06
84031623  1.849E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.742E+00  8.810E-01  4.446E-01  3.006E-02  6.633E+07  8.525E+07 -5.453E+06
84031703  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.467E+00  6.792E-01  3.750E-01  2.004E-02  6.595E+07  8.554E+07 -5.469E+06
84031707  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.467E+00  6.792E-01  3.548E-01  2.004E-02  6.556E+07  8.584E+07 -5.485E+06
84031711  1.862E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.519E+00  5.875E-01  3.548E-01  2.004E-02  6.518E+07  8.613E+07 -5.500E+06
84031719  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.315E+00  5.861E-01  3.388E-01  2.004E-02  6.440E+07  8.671E+07 -5.531E+06
84031723  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.436E+00  6.067E-01  3.648E-01  2.004E-02  6.401E+07  8.700E+07 -5.546E+06
84031803  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.295E+00  5.358E-01  3.141E-01  2.004E-02  6.362E+07  8.729E+07 -5.561E+06
84031807  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.457E+00  5.358E-01  3.436E-01  2.004E-02  6.322E+07  8.757E+07 -5.576E+06
84031811  1.862E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.385E+00  5.358E-01  3.236E-01  2.004E-02  6.283E+07  8.786E+07 -5.591E+06
84031819  1.879E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.121E+00  4.550E-01  3.090E-01  3.006E-02  6.204E+07  8.842E+07 -5.621E+06
84031823  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.236E+00  4.345E-01  2.938E-01  2.004E-02  6.164E+07  8.870E+07 -5.635E+06
84031903  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.150E+00  4.150E-01  2.838E-01  2.004E-02  6.123E+07  8.898E+07 -5.649E+06
84031907  1.849E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.188E+00  4.345E-01  2.938E-01  2.004E-02  6.083E+07  8.925E+07 -5.664E+06
84031911  1.862E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.121E+00  4.560E-01  2.735E-01  3.006E-02  6.043E+07  8.953E+07 -5.678E+06
84031919  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.140E+00  4.295E-01  2.938E-01  2.004E-02  5.961E+07  9.007E+07 -5.706E+06
84031923  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.159E+00  4.446E-01  2.938E-01  3.006E-02  5.921E+07  9.034E+07 -5.720E+06
84032003  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.140E+00  3.945E-01  2.938E-01  2.004E-02  5.880E+07  9.061E+07 -5.733E+06
84032007  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.140E+00  5.458E-01  2.938E-01  2.004E-02  5.839E+07  9.087E+07 -5.747E+06
84032011  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.256E+00  5.164E-01  2.938E-01  1.002E-02  5.797E+07  9.114E+07 -5.760E+06
84032019  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.064E+00  4.345E-01  2.838E-01  1.002E-02  5.714E+07  9.166E+07 -5.787E+06
84032023  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.227E+00  4.656E-01  2.938E-01  2.004E-02  5.673E+07  9.191E+07 -5.800E+06
84032103  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.027E+00  4.046E-01  2.735E-01  2.004E-02  5.631E+07  9.217E+07 -5.813E+06
84032107  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.083E+00  4.150E-01  2.735E-01  2.004E-02  5.589E+07  9.243E+07 -5.826E+06
84032119  1.849E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.236E+00  4.864E-01  2.938E-01  2.506E-02  5.462E+07  9.318E+07 -5.864E+06
84032123  1.828E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.266E+00  6.180E-01  2.735E-01  2.004E-02  5.420E+07  9.343E+07 -5.876E+06
84032203  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.046E+00  5.058E-01  2.735E-01  2.004E-02  5.378E+07  9.367E+07 -5.888E+06
84032207  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.890E+00  4.246E-01  2.535E-01  3.006E-02  5.335E+07  9.391E+07 -5.900E+06
84032211  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.027E+00  4.345E-01  2.636E-01  2.004E-02  5.292E+07  9.416E+07 -5.912E+06
84032219  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.121E+00  6.266E-01  2.729E-01  2.004E-02  5.206E+07  9.463E+07 -5.936E+06
84032223  1.820E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.842E+00  1.271E+00  3.236E-01  2.004E-02  5.163E+07  9.487E+07 -5.947E+06
84032303  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.585E+00  2.018E+00  3.648E-01  3.006E-02  5.120E+07  9.510E+07 -5.959E+06
84032307  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.140E+00  1.660E+00  3.436E-01  4.009E-02  5.077E+07  9.533E+07 -5.970E+06
84032319 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.981E+00  5.508E-01  2.877E-01  2.506E-02  4.947E+07  9.602E+07 -6.004E+06
84032323  1.778E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.828E+00  4.246E-01  2.323E-01  2.004E-02  4.903E+07  9.625E+07 -6.015E+06
84032403  1.770E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.899E+00  4.560E-01  2.636E-01  2.004E-02  4.859E+07  9.647E+07 -6.025E+06
84032407  1.770E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.954E+00  4.345E-01  2.427E-01  2.004E-02  4.815E+07  9.669E+07 -6.036E+06
84032419  1.791E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.917E+00  4.753E-01  2.427E-01  2.004E-02  4.684E+07  9.734E+07 -6.067E+06
84032423  1.799E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.130E+00  6.471E-01  2.535E-01  3.006E-02  4.639E+07  9.755E+07 -6.078E+06
84032503  1.791E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.246E+00  6.592E-01  2.735E-01  2.004E-02  4.595E+07  9.776E+07 -6.088E+06
84032507  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.457E+00  7.379E-01  2.636E-01  3.006E-02  4.550E+07  9.797E+07 -6.098E+06
84032519  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.083E+00  6.012E-01  2.523E-01  2.506E-02  4.417E+07  9.858E+07 -6.127E+06
84032523  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.083E+00  5.970E-01  2.323E-01  2.004E-02  4.372E+07  9.878E+07 -6.136E+06
84032603  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.207E+00  6.368E-01  2.535E-01  3.006E-02  4.328E+07  9.898E+07 -6.146E+06
84032607  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.018E+00  5.164E-01  2.535E-01  2.004E-02  4.283E+07  9.917E+07 -6.155E+06
84032611  1.799E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.890E+00  4.246E-01  2.223E-01  2.004E-02  4.238E+07  9.936E+07 -6.164E+06
84032623  1.799E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.926E+00  3.648E-01  2.323E-01  2.004E-02  4.103E+07  9.994E+07 -6.191E+06
84032703  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.873E+00  4.246E-01  2.427E-01  1.002E-02  4.058E+07  1.001E+08 -6.200E+06
84032707  1.791E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.009E+00  3.945E-01  2.535E-01  2.004E-02  4.013E+07  1.003E+08 -6.208E+06
84032711  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.882E+00  3.648E-01  2.223E-01  3.006E-02  3.968E+07  1.005E+08 -6.217E+06
84032719  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.758E+00  3.184E-01  2.427E-01  3.006E-02  3.877E+07  1.008E+08 -6.233E+06
84032723  1.799E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.837E+00  3.236E-01  2.535E-01  2.004E-02  3.832E+07  1.010E+08 -6.241E+06
84032803  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.802E+00  3.334E-01  2.223E-01  2.004E-02  3.786E+07  1.012E+08 -6.249E+06
84032807  1.799E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.027E+00  3.750E-01  2.535E-01  2.004E-02  3.741E+07  1.014E+08 -6.257E+06
84032819 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.802E-01  2.483E-01  2.506E-02  3.604E+07  1.018E+08 -6.279E+06
84032823  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.890E+00  3.436E-01  2.223E-01  2.004E-02  3.558E+07  1.020E+08 -6.287E+06
84032903  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.999E+00  3.548E-01  2.427E-01  2.004E-02  3.513E+07  1.022E+08 -6.294E+06
84032907  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.963E+00  3.648E-01  2.636E-01  2.004E-02  3.467E+07  1.023E+08 -6.301E+06
84032911  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.917E+00  3.648E-01  2.427E-01  2.004E-02  3.421E+07  1.025E+08 -6.308E+06
84032915 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.724E+00  3.236E-01  2.123E-01  2.004E-02  3.375E+07  1.026E+08 -6.315E+06
84032919  1.828E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.009E+00  3.334E-01  2.427E-01  1.002E-02  3.330E+07  1.028E+08 -6.322E+06
84032923  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.972E+00  3.334E-01  2.427E-01  2.004E-02  3.284E+07  1.029E+08 -6.328E+06
84033003  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.999E+00  3.846E-01  2.323E-01  2.004E-02  3.238E+07  1.031E+08 -6.335E+06
84033007  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.093E+00  3.750E-01  2.636E-01  2.004E-02  3.192E+07  1.032E+08 -6.341E+06
84033011  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.018E+00  4.150E-01  2.636E-01  2.004E-02  3.146E+07  1.033E+08 -6.347E+06
84033119 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.802E+00  2.985E-01  2.427E-01  2.506E-02  2.776E+07  1.044E+08 -6.394E+06
84040102  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.972E+00  2.938E-01  2.535E-01  2.004E-02  2.694E+07  1.046E+08 -6.402E+06
84040103  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.917E+00  3.334E-01  2.535E-01  3.006E-02  2.682E+07  1.046E+08 -6.404E+06
84040107  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.899E+00  3.236E-01  2.323E-01  2.004E-02  2.635E+07  1.047E+08 -6.409E+06
84040111  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.936E+00  2.938E-01  2.427E-01  2.004E-02  2.588E+07  1.049E+08 -6.414E+06
84040123  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.046E+00  3.236E-01  2.636E-01  2.004E-02  2.445E+07  1.052E+08 -6.429E+06
84040207  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.917E+00  3.388E-01  2.388E-01  2.004E-02  2.349E+07  1.054E+08 -6.438E+06
84040211  1.849E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.990E+00  3.436E-01  2.535E-01  1.002E-02  2.301E+07  1.055E+08 -6.442E+06
84040215 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.917E+00  2.679E-01  2.333E-01  2.506E-02  2.253E+07  1.056E+08 -6.447E+06
84040219  1.932E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.838E-01  2.535E-01  2.004E-02  2.204E+07  1.057E+08 -6.451E+06
84040223  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.938E-01  2.938E-01  2.004E-02  2.156E+07  1.058E+08 -6.455E+06
84040303  1.932E+01  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.034E-01  2.636E-01  2.004E-02  2.107E+07  1.059E+08 -6.459E+06
84040307  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.735E-01 -9.999E+99  3.006E-02  2.058E+07  1.060E+08 -6.462E+06
84040319 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.882E+00  2.938E-01  2.286E-01  2.004E-02  1.911E+07  1.063E+08 -6.473E+06
84040323  1.849E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.990E+00  3.141E-01  2.535E-01  1.002E-02  1.862E+07  1.063E+08 -6.477E+06
84040403  1.862E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.981E+00  3.034E-01  2.323E-01  2.004E-02  1.813E+07  1.064E+08 -6.480E+06
84040407  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.217E+00  3.648E-01  2.838E-01  2.004E-02  1.763E+07  1.065E+08 -6.483E+06
84040411  1.910E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.365E+00  5.164E-01  3.750E-01  3.006E-02  1.714E+07  1.066E+08 -6.486E+06
84040507  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.882E+00  8.710E-01  3.034E-01  5.012E-02  1.465E+07  1.069E+08 -6.500E+06
84040519 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.837E+00  3.899E-01  2.624E-01  3.006E-02  1.315E+07  1.071E+08 -6.507E+06
84040523  1.820E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.882E+00  3.436E-01  2.323E-01  2.004E-02  1.265E+07  1.072E+08 -6.509E+06
84040603  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.837E+00  2.938E-01  2.535E-01  2.004E-02  1.215E+07  1.072E+08 -6.510E+06
84040607  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.917E+00  3.034E-01  2.427E-01  3.006E-02  1.165E+07  1.073E+08 -6.512E+06
84040611  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.882E+00  3.034E-01  2.323E-01  2.004E-02  1.114E+07  1.074E+08 -6.514E+06
84040619  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.802E+00  2.624E-01  2.438E-01  2.004E-02  1.014E+07  1.075E+08 -6.517E+06
