VENERA-16 KS-18-6V Ep1-5-10-65>30,a ID=VG D=UT S=14400
UT            p>30+      p>60+     p1-65+     p1-11+      p5-8+     a7-24+     p1-70-      p1-9-     p5-10-     a7-22-    xHGI,km    yHGI,km    zHGI,km
84040623  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.819E+00  2.535E-01  2.535E-01  2.004E-02  9.635E+06  1.075E+08 -6.518E+06
84040703  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.882E+00  2.636E-01  2.535E-01  2.004E-02  9.131E+06  1.075E+08 -6.519E+06
84040707  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.828E+00  2.636E-01  2.323E-01  2.004E-02  8.626E+06  1.076E+08 -6.520E+06
84040711  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.750E+00  2.735E-01  2.323E-01  2.004E-02  8.121E+06  1.076E+08 -6.521E+06
84040719  1.820E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.733E+00  2.427E-01  2.286E-01  2.506E-02  7.111E+06  1.077E+08 -6.522E+06
84040723  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.758E+00  2.735E-01  2.427E-01  3.006E-02  6.606E+06  1.077E+08 -6.523E+06
84040803  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.724E+00  2.636E-01  2.323E-01  2.004E-02  6.100E+06  1.078E+08 -6.523E+06
84040807  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.837E+00  2.427E-01  2.535E-01  2.004E-02  5.595E+06  1.078E+08 -6.523E+06
84040811  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.767E+00  2.427E-01  2.323E-01  2.004E-02  5.089E+06  1.078E+08 -6.523E+06
84040819  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.648E+00  2.624E-01  2.173E-01  2.506E-02  4.077E+06  1.079E+08 -6.523E+06
84040823  1.799E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.681E+00  2.323E-01  2.223E-01  1.002E-02  3.572E+06  1.079E+08 -6.522E+06
84040903  1.799E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.811E+00  2.427E-01  2.323E-01  1.002E-02  3.066E+06  1.079E+08 -6.522E+06
84040907  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.802E+00  2.735E-01  2.535E-01  2.004E-02  2.561E+06  1.079E+08 -6.521E+06
84041723  1.629E+01  1.641E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.227E+00  1.021E+00  2.938E-01  4.009E-02 -2.300E+07  1.055E+08 -6.265E+06
84041803  1.641E+01  1.641E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.271E+01  9.572E+00  6.792E-01  1.524E-01 -2.349E+07  1.054E+08 -6.255E+06
84041807  1.648E+01  1.648E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.180E+01  8.356E+00  8.610E-01  2.427E-01 -2.397E+07  1.053E+08 -6.245E+06
84041811  1.671E+01  1.671E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.977E+00  6.668E+00  8.492E-01  2.938E-01 -2.446E+07  1.052E+08 -6.235E+06
84041815  1.679E+01  1.671E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.762E+00  4.539E+00  5.875E-01  1.626E-01 -2.494E+07  1.051E+08 -6.225E+06
84041819  1.679E+01  1.679E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.339E+00  3.141E+00  4.446E-01  1.312E-01 -2.543E+07  1.050E+08 -6.215E+06
84041823  1.679E+01  1.679E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.546E+00  2.198E+00  3.750E-01  7.112E-02 -2.591E+07  1.048E+08 -6.204E+06
84041903  1.679E+01  1.679E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.764E+00  1.459E+00  3.334E-01  6.109E-02 -2.640E+07  1.047E+08 -6.193E+06
84041907  1.690E+01  1.690E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.335E+00  1.000E+00  2.735E-01  4.009E-02 -2.688E+07  1.046E+08 -6.182E+06
84041911  1.730E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.204E+00  4.027E+00  1.340E+00  6.109E-02 -2.737E+07  1.045E+08 -6.171E+06
84041915  1.730E+01  1.722E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.217E+01  3.846E+01  2.178E+00  1.626E-01 -2.785E+07  1.043E+08 -6.159E+06
84041919  1.710E+01  1.710E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.028E+01  1.679E+01  9.120E-01  1.012E-01 -2.834E+07  1.042E+08 -6.148E+06
84041923  1.722E+01  1.722E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.228E+01  1.849E+01  2.838E+00  2.023E-01 -2.882E+07  1.041E+08 -6.136E+06
84042003  1.730E+01  1.722E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.013E+01  2.673E+01  6.871E+00  5.260E-01 -2.930E+07  1.039E+08 -6.125E+06
84042007  1.722E+01  1.710E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.064E+01  3.776E+01  9.750E+00  1.109E+00 -2.979E+07  1.038E+08 -6.113E+06
84042011  1.722E+01  1.710E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.199E+02  1.191E+02  2.158E+01  3.373E+00 -3.027E+07  1.037E+08 -6.101E+06
84042015  1.730E+01  1.730E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.349E+02  1.361E+02  1.941E+01  3.412E+01 -3.075E+07  1.035E+08 -6.089E+06
84042019  1.722E+01  1.722E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.438E+01  2.138E+01  3.508E+00  5.675E-01 -3.123E+07  1.034E+08 -6.076E+06
84042023  1.730E+01  1.742E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.211E+01  8.531E+00  1.361E+00  1.923E-01 -3.171E+07  1.032E+08 -6.064E+06
84042103  1.750E+01  1.750E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.204E+00  5.902E+00  9.506E-01  1.213E-01 -3.219E+07  1.031E+08 -6.051E+06
84042107 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.446E+00 -9.999E+99  1.012E-01 -3.267E+07  1.029E+08 -6.039E+06
84042111 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.311E+00  3.981E+00  6.471E-01  8.110E-02 -3.315E+07  1.028E+08 -6.026E+06
84042119  1.770E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.950E+00  3.508E+00  5.058E-01  6.109E-02 -3.411E+07  1.025E+08 -6.000E+06
84042123  1.750E+01  1.750E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.427E+00  2.979E+00  4.345E-01  5.012E-02 -3.459E+07  1.023E+08 -5.987E+06
84042203  1.762E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.026E+00  2.559E+00  4.150E-01  5.012E-02 -3.507E+07  1.021E+08 -5.973E+06
84042211 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.984E+00  2.198E+00  3.750E-01  5.012E-02 -3.603E+07  1.018E+08 -5.947E+06
84042219  1.778E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.989E+00  1.671E+00  3.090E-01  4.009E-02 -3.698E+07  1.015E+08 -5.919E+06
84042223  1.778E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.808E+00  1.300E+00  2.938E-01  3.006E-02 -3.745E+07  1.013E+08 -5.905E+06
84042303  1.770E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.508E+00  1.159E+00  2.735E-01  3.006E-02 -3.793E+07  1.011E+08 -5.891E+06
84042307  1.791E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.457E+00  1.079E+00  2.838E-01  3.006E-02 -3.840E+07  1.009E+08 -5.877E+06
84042311  1.799E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.365E+00  7.907E-01  2.636E-01  2.004E-02 -3.887E+07  1.007E+08 -5.863E+06
84042319  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.083E+00  6.109E-01  2.523E-01  2.506E-02 -3.981E+07  1.004E+08 -5.835E+06
84042323  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.093E+00  4.560E-01  2.636E-01  2.004E-02 -4.028E+07  1.002E+08 -5.821E+06
84042403  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.009E+00  4.560E-01  2.427E-01  1.002E-02 -4.074E+07  1.000E+08 -5.806E+06
84042407  1.828E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.990E+00  4.046E-01  2.323E-01  2.004E-02 -4.121E+07  9.983E+07 -5.792E+06
84042411  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.074E+00  4.246E-01  2.636E-01  2.004E-02 -4.168E+07  9.963E+07 -5.777E+06
84042415  1.849E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.776E+00  3.548E-01  2.427E-01  1.002E-02 -4.214E+07  9.944E+07 -5.763E+06
84042419  1.820E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.990E+00  3.334E-01  2.427E-01  2.004E-02 -4.260E+07  9.924E+07 -5.748E+06
84042423  1.820E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.873E+00  3.141E-01  2.427E-01  1.002E-02 -4.307E+07  9.905E+07 -5.733E+06
84042503  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.811E+00  3.436E-01  2.223E-01  2.004E-02 -4.353E+07  9.885E+07 -5.719E+06
84042507  2.317E+01  2.178E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.668E+00  6.180E-01  5.164E-01  3.006E-02 -4.399E+07  9.865E+07 -5.704E+06
84042511  2.812E+01  2.360E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.109E+01  1.671E+00  1.429E+00  7.112E-02 -4.445E+07  9.844E+07 -5.689E+06
84042515  2.518E+01  2.198E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.356E+00  1.211E+00  1.059E+00  5.012E-02 -4.491E+07  9.824E+07 -5.674E+06
84042519  2.618E+01  2.218E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.021E+01  1.799E+00  1.459E+00  6.109E-02 -4.536E+07  9.803E+07 -5.659E+06
84042523  2.838E+01  2.301E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.250E+01  2.432E+00  1.968E+00  8.110E-02 -4.582E+07  9.782E+07 -5.644E+06
84042603  2.710E+01  2.239E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.199E+01  2.218E+00  1.871E+00  7.112E-02 -4.627E+07  9.761E+07 -5.629E+06
84042607  2.559E+01  2.188E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.009E+01  1.698E+00  1.409E+00  6.109E-02 -4.672E+07  9.739E+07 -5.614E+06
84042611  2.489E+01  2.148E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.931E+00  1.671E+00  1.349E+00  6.109E-02 -4.717E+07  9.718E+07 -5.598E+06
84042615  2.518E+01  2.138E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.661E+00  1.611E+00  1.219E+00  6.109E-02 -4.762E+07  9.696E+07 -5.583E+06
84042619  2.317E+01  2.018E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.159E+01  1.340E+00  1.000E+00  4.009E-02 -4.807E+07  9.674E+07 -5.568E+06
84042623  2.301E+01  1.968E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.380E+01  1.309E+00  9.506E-01  4.009E-02 -4.852E+07  9.652E+07 -5.553E+06
84042703  2.280E+01  1.982E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.169E+01  1.409E+00  9.419E-01  5.012E-02 -4.896E+07  9.630E+07 -5.537E+06
84042707  2.239E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.109E+01  1.489E+00  9.419E-01  4.009E-02 -4.940E+07  9.608E+07 -5.522E+06
84042711  2.198E+01  1.950E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.211E+01  1.690E+00  7.998E-01  5.012E-02 -4.984E+07  9.585E+07 -5.507E+06
84042715  2.218E+01  1.959E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.191E+01  1.521E+00  8.091E-01  4.009E-02 -5.028E+07  9.563E+07 -5.491E+06
84042719  2.218E+01  1.950E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.250E+01  1.690E+00  9.506E-01  4.009E-02 -5.072E+07  9.540E+07 -5.476E+06
84042723  2.239E+01  1.950E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.489E+01  2.312E+00  1.250E+00  5.012E-02 -5.116E+07  9.516E+07 -5.461E+06
84042803  2.218E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.690E+01  3.148E+00  1.371E+00  7.112E-02 -5.160E+07  9.493E+07 -5.445E+06
84042807  3.724E+02  6.637E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.250E+03  8.590E+02  5.093E+02  1.130E+01 -5.203E+07  9.470E+07 -5.430E+06
84042819  2.382E+03 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.119E+04  8.710E+03  3.698E+03  1.309E+02 -5.332E+07  9.399E+07 -5.384E+06
84042823  2.339E+02  2.911E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.128E+04  2.061E+04  2.178E+03  2.128E+02 -5.374E+07  9.375E+07 -5.368E+06
84042903  1.253E+02  2.438E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.660E+04  1.629E+04  1.611E+03  2.312E+02 -5.417E+07  9.350E+07 -5.353E+06
84042907  7.278E+01  2.158E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.361E+04  1.349E+04  1.069E+03  1.901E+02 -5.459E+07  9.326E+07 -5.337E+06
84042911  1.393E+02  5.768E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.109E+04  1.079E+04  8.511E+02  1.570E+02 -5.501E+07  9.301E+07 -5.322E+06
84042919  1.549E+02 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.436E+03  4.188E+03  4.613E+02  5.702E+01 -5.585E+07  9.251E+07 -5.292E+06
84042923  6.653E+01  1.742E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.512E+03  2.421E+03  2.999E+02  3.597E+01 -5.626E+07  9.226E+07 -5.276E+06
84043003  7.328E+01  2.291E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.954E+03  9.908E+03  1.030E+03  1.919E+02 -5.667E+07  9.201E+07 -5.261E+06
84043007  3.899E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.295E+03  6.237E+03  4.198E+02  7.396E+01 -5.709E+07  9.175E+07 -5.246E+06
84043011  2.489E+01  1.549E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.018E+03  2.000E+03  1.589E+02  2.618E+01 -5.750E+07  9.149E+07 -5.230E+06
84043019  1.629E+01  1.390E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.821E+02  5.559E+02  5.297E+01  6.668E+00 -5.832E+07  9.097E+07 -5.199E+06
84043023  1.521E+01  1.371E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.312E+02  2.218E+02  2.118E+01  3.133E+00 -5.873E+07  9.070E+07 -5.184E+06
84050103  1.510E+01  1.380E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.991E+02  1.910E+02  1.710E+01  2.649E+00 -5.914E+07  9.043E+07 -5.168E+06
84050107  1.722E+01  1.439E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.932E+02  1.660E+02  1.459E+01  2.138E+00 -5.955E+07  9.016E+07 -5.153E+06
84050111  1.742E+01  1.449E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.400E+02  1.130E+02  9.162E+00  1.330E+00 -5.996E+07  8.988E+07 -5.137E+06
84050119  1.690E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.560E+02  1.409E+02  1.140E+01  2.460E+00 -6.077E+07  8.933E+07 -5.106E+06
84050123  1.641E+01  1.521E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.589E+02  1.489E+02  1.059E+01  2.570E+00 -6.117E+07  8.904E+07 -5.090E+06
84050203  1.629E+01  1.521E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.589E+02  1.500E+02  9.057E+00  2.109E+00 -6.158E+07  8.876E+07 -5.074E+06
84050207  1.629E+01  1.549E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.349E+02  1.271E+02  7.228E+00  1.730E+00 -6.198E+07  8.848E+07 -5.058E+06
84050211  1.641E+01  1.560E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.977E+01  9.204E+01  5.821E+00  1.429E+00 -6.239E+07  8.819E+07 -5.042E+06
84050215  1.648E+01  1.570E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.516E+01  6.808E+01  4.315E+00  8.913E-01 -6.279E+07  8.790E+07 -5.026E+06
84050219  1.648E+01  1.581E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.714E+01  5.998E+01  3.936E+00  7.603E-01 -6.319E+07  8.760E+07 -5.010E+06
84050223  1.671E+01  1.589E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.035E+01  4.325E+01  3.304E+00  4.966E-01 -6.359E+07  8.730E+07 -4.994E+06
84050303  1.648E+01  1.589E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.882E+01  3.228E+01  2.692E+00  3.548E-01 -6.399E+07  8.701E+07 -4.978E+06
84050307  1.648E+01  1.589E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.311E+01  2.698E+01  2.291E+00  2.938E-01 -6.439E+07  8.671E+07 -4.962E+06
84050311  1.648E+01  1.589E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.891E+01  2.270E+01  2.128E+00  2.427E-01 -6.479E+07  8.641E+07 -4.946E+06
84050319  1.679E+01  1.622E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.831E+01  2.208E+01  1.982E+00  2.173E-01 -6.559E+07  8.579E+07 -4.913E+06
84050323  1.679E+01  1.622E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.958E+01  2.317E+01  2.198E+00  2.535E-01 -6.598E+07  8.548E+07 -4.897E+06
84050403  1.710E+01  1.648E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.958E+01  2.317E+01  2.198E+00  2.427E-01 -6.638E+07  8.517E+07 -4.880E+06
84050407  1.730E+01  1.671E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.673E+01  2.042E+01  2.051E+00  2.223E-01 -6.677E+07  8.486E+07 -4.864E+06
84050411  1.742E+01  1.671E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.460E+01  1.871E+01  1.959E+00  1.923E-01 -6.716E+07  8.454E+07 -4.847E+06
84050419 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.239E+01  1.641E+01  1.722E+00  1.875E-01 -6.795E+07  8.391E+07 -4.814E+06
84050423  1.770E+01  1.722E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.018E+01  1.419E+01  1.600E+00  1.626E-01 -6.833E+07  8.359E+07 -4.797E+06
84050503  1.770E+01  1.722E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.811E+01  1.239E+01  1.449E+00  1.626E-01 -6.872E+07  8.326E+07 -4.780E+06
84050507  1.791E+01  1.742E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.879E+01  1.279E+01  1.671E+00  1.726E-01 -6.911E+07  8.294E+07 -4.763E+06
84050511  1.799E+01  1.750E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.959E+01  1.340E+01  1.690E+00  1.726E-01 -6.949E+07  8.261E+07 -4.747E+06
84050519  1.862E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.148E+01  1.521E+01  2.099E+00  1.923E-01 -7.026E+07  8.195E+07 -4.713E+06
84050523  1.901E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.158E+01  1.479E+01  2.339E+00  2.023E-01 -7.064E+07  8.162E+07 -4.695E+06
84050603  1.849E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  2.061E+01  1.380E+01  2.280E+00  1.824E-01 -7.102E+07  8.128E+07 -4.678E+06
84050607  1.841E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.959E+01  1.300E+01  2.089E+00  1.824E-01 -7.140E+07  8.095E+07 -4.661E+06
84050611  1.820E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.770E+01  1.151E+01  1.982E+00  1.524E-01 -7.178E+07  8.061E+07 -4.644E+06
84050619  1.828E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.660E+01  1.040E+01 -9.999E+99  1.422E-01 -7.253E+07  7.993E+07 -4.609E+06
84050623  1.811E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.479E+01  8.770E+00  1.690E+00  1.213E-01 -7.290E+07  7.959E+07 -4.591E+06
84050703  1.799E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.230E+01  6.383E+00  1.340E+00  1.012E-01 -7.327E+07  7.924E+07 -4.574E+06
84050707  1.799E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.079E+01  5.212E+00  1.159E+00  8.110E-02 -7.364E+07  7.889E+07 -4.556E+06
84050711  1.791E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.030E+01  4.688E+00  1.059E+00  7.112E-02 -7.401E+07  7.855E+07 -4.539E+06
84050715  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.290E+00  3.926E+00  9.204E-01  6.109E-02 -7.438E+07  7.820E+07 -4.521E+06
84050719  1.811E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.572E+00  4.159E+00  9.817E-01  6.109E-02 -7.474E+07  7.785E+07 -4.503E+06
84050723  1.799E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.290E+00  3.917E+00  9.016E-01  6.109E-02 -7.511E+07  7.750E+07 -4.485E+06
84050803  1.811E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.531E+00  3.289E+00  8.204E-01  6.109E-02 -7.547E+07  7.714E+07 -4.467E+06
84050807  1.791E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.395E+00  3.148E+00  7.998E-01  5.012E-02 -7.583E+07  7.679E+07 -4.449E+06
84050811  1.799E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.772E+00  4.477E+00  1.030E+00  6.109E-02 -7.619E+07  7.643E+07 -4.431E+06
84050815  1.841E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.050E+01  5.445E+00  1.040E+00  6.109E-02 -7.655E+07  7.607E+07 -4.413E+06
84050819  1.799E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.321E+01  7.798E+00  1.140E+00  8.110E-02 -7.690E+07  7.572E+07 -4.395E+06
84050823  1.791E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.698E+01  1.199E+01  1.130E+00  1.012E-01 -7.726E+07  7.535E+07 -4.376E+06
84050903  1.778E+01  1.770E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.811E+01  1.309E+01  1.050E+00  9.120E-02 -7.761E+07  7.499E+07 -4.358E+06
84050907  1.770E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.622E+01  1.119E+01  9.204E-01  8.110E-02 -7.796E+07  7.463E+07 -4.340E+06
84050911  1.762E+01  1.750E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.429E+01  9.616E+00  7.295E-01  6.109E-02 -7.831E+07  7.426E+07 -4.321E+06
84050915  1.762E+01  1.742E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.259E+01  8.035E+00  6.471E-01  6.109E-02 -7.866E+07  7.390E+07 -4.302E+06
84050919  1.762E+01  1.750E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.199E+01  7.430E+00  6.281E-01  6.109E-02 -7.900E+07  7.353E+07 -4.284E+06
84050923  1.778E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.059E+01  5.984E+00  5.970E-01  6.109E-02 -7.935E+07  7.316E+07 -4.265E+06
84051003  1.778E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.290E+00  4.710E+00  5.970E-01  3.006E-02 -7.969E+07  7.279E+07 -4.246E+06
84051011  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.241E+00  3.864E+00  5.458E-01  5.012E-02 -8.036E+07  7.205E+07 -4.208E+06
84051019  1.820E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.345E+00  2.911E+00  5.309E-01  4.009E-02 -8.103E+07  7.130E+07 -4.170E+06
84051023  1.820E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.823E+00  2.600E+00  5.260E-01  4.009E-02 -8.136E+07  7.093E+07 -4.151E+06
